"ISSN","TITULO","ESTRATO","ISSN_temp","Print_ISSN","E_ISSN"
"1984-8625","REVISTA ILUMINART","B4","19848625",NA,NA
"2237-6933","REVISTA IMAGINÁRIO","B4","22376933",NA,NA
"1852-9550","REVISTA IMAGOFAGIA","A3","18529550",NA,NA
"2174-2464","REVISTA IMPOSSIBILIA","A4","21742464",NA,NA
"0719-4706","REVISTA INCLUSIONES - REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES","A2","7194706",NA,NA
"2318-8138","REVISTA INCONFIDENTIA","B4","23188138",NA,NA
"2525-3263","REVISTA INDISCIPLINAR","A3","25253263",NA,NA
"0719-6202","REVISTA INFANCIA, EDUCACIÓN Y APRENDIZAJE","B4","7196202",NA,NA
"2525-3204","REVISTA INFINITY","B1","25253204",NA,NA
"2447-0198","REVISTA INFORMAÇÃO NA SOCIEDADE CONTEMPORÂNEA","B2","24470198",NA,NA
"1909-9762","REVISTA INGENIERÍA BIOMÉDICA","B4","19099762",NA,NA
"2594-8288","REVISTA INGI","B4","25948288",NA,NA
"2359-2265","REVISTA ININGA","A4","23592265",NA,NA
"2175-8247","REVISTA INNOVARE","B4","21758247",NA,NA
"2447-598X","REVISTA INOVA CIÊNCIA & TECNOLOGIA / INNOVATIVE SCIENCE & TECHNOLOGY JOURNAL","B4","2447598X",NA,NA
"1980-1378","REVISTA INOVAÇÃO (FAPEMA)","B2","19801378",NA,NA
"2318-9851","REVISTA INOVAÇÃO, PROJETOS E TECNOLOGIAS","B3","23189851",NA,NA
"2595-4520","REVISTA INSIGNARE SCIENTIA","A4","25954520",NA,NA
"1015-5074","REVISTA INSTITUTO INTERAMERICANO DE DERECHOS HUMANOS","B1","10155074",NA,NA
"2179-6572","REVISTA INTEGRATIVA EM SAÚDE E EDUCAÇÃO (REVISE)","B4","21796572",NA,NA
"2236-210X","REVISTA INTELIGÊNCIA COMPETITIVA","B3","2236210X",NA,NA
"2178-1842","REVISTA INTER AÇÃO","B2","21781842",NA,NA
"2526-9550","REVISTA INTERAÇÃO INTERDISCIPLINAR","B4","25269550",NA,NA
"1809-5771","REVISTA INTERAGIR","B3","18095771",NA,NA
"0120-0976","REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA","A3","1200976","1200976","25389866"
"0188-8838","REVISTA INTERAMERICANA DE EDUCACIÓN DE ADULTOS - RIEDA","B2","1888838",NA,NA
"1980-3575","REVISTA INTERATIVIDADE","B4","19803575",NA,NA
"1982-8640","REVISTA INTERCÂMBIO DOS CONGRESSOS INTERNACIONAIS DE HUMANIDADES (UNB)","B3","19828640",NA,NA
"2237-3373","REVISTA INTERCONTINENTAL DE GESTÃO DESPORTIVA","B2","22373373",NA,NA
"1983-9413","REVISTA INTERDISCIPLINAR","B3","19839413",NA,NA
"2317-5079","REVISTA INTERDISCIPLINAR (ONLINE)","B3","23175079",NA,NA
"2526-3951","REVISTA INTERDISCIPLINAR CIÊNCIAS MÉDICAS","B4","25263951",NA,NA
"2237-9843","REVISTA INTERDISCIPLINAR DA MOBILIDADE HUMANA","A2","22379843",NA,NA
"1518-8167","REVISTA INTERDISCIPLINAR DE DIREITO","B4","15188167",NA,NA
"2447-4290","REVISTA INTERDISCIPLINAR DE DIREITO DA FACULDADE DE DIREITO DE VALENÇA (ONLINE)","B4","24474290",NA,NA
"2318-9568","REVISTA INTERDISCIPLINAR DE DIREITOS HUMANOS","B2","23189568",NA,NA
"2358-6036","REVISTA INTERDISCIPLINAR DE ENSINO, PESQUISA E EXTENSÃO","B3","23586036",NA,NA
"2318-2393","REVISTA INTERDISCIPLINAR DE ESTUDOS CONTEMPORÂNEOS","B3","23182393",NA,NA
"2238-832X","REVISTA INTERDISCIPLINAR DE ESTUDOS EM SAÚDE","B2","2238832X",NA,NA
"2317-2428","REVISTA INTERDISCIPLINAR DE GESTÃO SOCIAL","A4","23172428",NA,NA
"2447-2948","REVISTA INTERDISCIPLINAR DE PESQUISA E INOVAÇÃO","A2","24472948",NA,NA
"2447-5955","REVISTA INTERDISCIPLINAR DE TECNOLOGIAS E EDUCAÇÃO","B3","24475955",NA,NA
"2446-6778","REVISTA INTERDISCIPLINAR DO PENSAMENTO CIENTÍFICO","B4","24466778",NA,NA
"2447-6498","REVISTA INTERDISCIPLINAR EM CULTURA E SOCIEDADE","B3","24476498",NA,NA
"2358-7490","REVISTA INTERDISCIPLINAR EM SAÚDE","B4","23587490",NA,NA
"2595-0959","REVISTA INTERDISCIPLINAR ENCONTRO DAS CIÊNCIAS - RIEC","B4","25950959",NA,NA
"2595-8569","REVISTA INTERDISCIPLINAR SULEAR","B4","25958569",NA,NA
"1853-399X","REVISTA INTERDISCIPLINARIA DE ESTUDIOS AGRARIOS","B3","1853399X",NA,NA
"1853-1679","REVISTA INTERDISCIPLINARIA DE ESTUDIOS SOCIALES","B3","18531679",NA,NA
"1617-6871","REVISTA INTERESSE PÚBLICO","B1","16176871",NA,NA
"1518-6768","REVISTA INTERFACE","B2","15186768",NA,NA
"2176-5227","REVISTA INTERFACES","B4","21765227",NA,NA
"2317-434X","REVISTA INTERFACES - SAÚDE, HUMANAS E TECNOLOGIA","B4","2317434X",NA,NA
"1516-0033","REVISTA INTERFACES (UFRJ)","B3","15160033",NA,NA
"2179-0027","REVISTA INTERFACES (UNICENTRO)","A3","21790027",NA,NA
"2316-3348","REVISTA INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS","B2","23163348",NA,NA
"2359-4942","REVISTA INTERFACES CIENTÍFICAS ¿ EXATAS E TECNOLÓGICAS","B3","23594942",NA,NA
"2447-7915","REVISTA INTERFACIS","B3","24477915",NA,NA
"2359-6856","REVISTA INTERINSTITUCIONAL ARTES DE EDUCAR","B1","23596856",NA,NA
"2183-6396","REVISTA INTERNACIONAL CONSINTER DE DIREITO","B4","21836396",NA,NA
"1887-8369","REVISTA INTERNACIONAL DE ACUPUNTURA","B3","18878369","18878369","19886705"
"2387-0907","REVISTA INTERNACIONAL DE APOYO A LA INCLUSIÓN, LOGOPEDIA, SOCIEDAD Y MULTICULTURALIDAD","B3","23870907",NA,NA
"2386-7582","REVISTA INTERNACIONAL DE APRENDIZAJE EN LA EDUCACIÓN SUPERIOR","B1","23867582",NA,NA
"1885-3137","REVISTA INTERNACIONAL DE CIENCIAS DEL DEPORTE","B1","18853137","18853137",NA
"0379-0762","REVISTA INTERNACIONAL DE CIENCIAS SOCIALES (IMPRESA)","B4","3790762",NA,NA
"2386-3730","REVISTA INTERNACIONAL DE COMUNICACIÓN Y DESARROLLO","B1","23863730",NA,NA
"0188-4999","REVISTA INTERNACIONAL DE CONTAMINACIÓN AMBIENTAL","B2","1884999","1884999",NA
"2382-5014","REVISTA INTERNACIONAL DE COOPERACIÓN Y DESARROLLO","B2","23825014",NA,NA
"2238-2569","REVISTA INTERNACIONAL DE DIREITO AMBIENTAL","A4","22382569",NA,NA
"2595-6329","REVISTA INTERNACIONAL DE EDUCAÇÃO DE JOVENS E ADULTOS","B3","25956329",NA,NA
"2446-9424","REVISTA INTERNACIONAL DE EDUCAÇÃO SUPERIOR","A3","24469424",NA,NA
"2255-453X","REVISTA INTERNACIONAL DE EDUCACION Y APRENDIZAJE","B4","2255453X",NA,NA
"2173-1950","REVISTA INTERNACIONAL DE ESTUDIOS MIGRATORIOS","B2","21731950",NA,NA
"1807-4960","REVISTA INTERNACIONAL DE FOLKCOMUNICAÇÃO","B2","18074960",NA,NA
"2447-8288","REVISTA INTERNACIONAL DE FORMAÇÃO DE PROFESSORES (RIPF)","B3","24478288",NA,NA
"2255-5129","REVISTA INTERNACIONAL DE HISTORIA DE LA COMUNICACIÓN","B2","22555129",NA,NA
"2225-5117","REVISTA INTERNACIONAL DE INVESTIGACIÓN EN CIENCIAS SOCIALES","B2","22255117",NA,NA
"2226-4000","REVISTA INTERNACIONAL DE INVESTIGACIÓN EN CIENCIAS SOCIALES (ONLINE)","B2","22264000",NA,NA
"1579-9425","REVISTA INTERNACIONAL DE LINGUÍSTICA IBEROAMERICANA","A4","15799425","15799425",NA
"1577-0354","REVISTA INTERNACIONAL DE MEDICINA Y CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE","B2","15770354","15770354",NA
"0213-1315","REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA CÁLCULO Y DISEÑO EN INGENIERÍA","B1","2131315","2131315","1886158X"
"1886-158X","REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA EL CÁLCULO Y DISEÑO EN INGENIERÍA","B1","1886158X","2131315","1886158X"
"2238-0345","REVISTA INTERNACIONAL DE PESQUISA EM EDUCAÇÃO MATEMÁTICA (RIPEM)","B2","22380345",NA,NA
"1577-7057","REVISTA INTERNACIONAL DE PSICOLOGIA Y TERAPIA PSICOLOGICA","A2","15777057","15777057",NA
"2174-3681","REVISTA INTERNACIONAL DE RELACIONES PUBLICAS","A2","21743681",NA,NA
"2174-8985","REVISTA INTERNACIONAL DE TECNOLOGIA, CONOCIMIENTO Y SOCIEDAD","B4","21748985",NA,NA
"1516-5485","REVISTA INTERNACIONAL D'HUMANITATS","B4","15165485",NA,NA
"2182-4452","REVISTA INTERNACIONAL EM LINGUA PORTUGUESA","B3","21824452",NA,NA
"1692-4053","REVISTA INTERNACIONAL MAGISTERIO: EDUCACION Y PEDAGOGIA","B3","16924053",NA,NA
"2525-7668","REVISTA INTERTERRITÓRIOS","B3","25257668",NA,NA
"2526-396X","REVISTA INTOLERÂNCIA RELIGIOSA","B4","2526396X",NA,NA
"2176-6789","REVISTA INTRATEXTOS","B3","21766789",NA,NA
"0874-7695","REVISTA INVESTIGAÇÃO EM ENFERMAGEM","B4","8747695",NA,NA
"2145-8480","REVISTA ION","B3","21458480",NA,NA
"2359-5078","REVISTA IPECEGE","B3","23595078",NA,NA
"2358-3630","REVISTA IPH","B2","23583630",NA,NA
"1983-4810","REVISTA JESUS HISTÓRICO","A4","19834810",NA,NA
"2526-2440","REVISTA JORNALISMO E CIDADANIA","B3","25262440",NA,NA
"2237-048X","REVISTA JOVENS PESQUISADORES","B1","2237048X",NA,NA
"2316-753X","REVISTA JURÍDICA - UNICURITIBA","A1","2316753X",NA,NA
"1982-4858","REVISTA JURÍDICA (FURB. ONLINE)","A4","19824858",NA,NA
"0103-3379","REVISTA JURIDICA (PORTO ALEGRE. 1953)","B4","1033379",NA,NA
"2176-9184","REVISTA JURÍDICA CESUMAR: MESTRADO (ONLINE)","B1","21769184",NA,NA
"2316-6959","REVISTA JURÍDICA DA ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DE SÃO PAULO","B2","23166959",NA,NA
"2447-9055","REVISTA JURIDICA DA FA7 (ONLINE)","B1","24479055",NA,NA
"2236-3645","REVISTA JURÍDICA DA PRESIDÊNCIA","A2","22363645",NA,NA
"1984-512X","REVISTA JURÍDICA DA SEÇÃO JUDICIÁRIA DE PERNAMBUCO","B4","1984512X",NA,NA
"1519-1753","REVISTA JURÍDICA DA UNIVERSIDADE DE CUIABÁ","B4","15191753",NA,NA
"2526-9267","REVISTA JURÍDICA DA UNOPAR","B4","25269267",NA,NA
"2177-224X","REVISTA JURÍDICA FADEP","B4","2177224X",NA,NA
"2183-539X","REVISTA JURÍDICA LUSO BRASILEIRA","B1","2183539X",NA,NA
"2357-7940","REVISTA JURIS","B4","23577940",NA,NA
"1517-7327","REVISTA JUSTIÇA ELEITORAL EM DEBATE","B4","15177327",NA,NA
"1516-2567","REVISTA KAIRÓS","A3","15162567",NA,NA
"1982-0259","REVISTA KATALYSIS","A1","19820259",NA,NA
"2027-2391","REVISTA KAVILANDO","B2","20272391",NA,NA
"2526-2688","REVISTA KIRI-KERÊ - PESQUISA EM ENSINO","B4","25262688",NA,NA
"1983-5000","REVISTA LABOR","B2","19835000",NA,NA
"2316-6746","REVISTA LABORATIVA","B2","23166746",NA,NA
"0718-7467","REVISTA LABORATÓRIO LITERATURA E EXPERIMENTACIÓN","B1","7187467",NA,NA
"2526-0707","REVISTA LABORATÓRIOS DE HISTÓRIA","B4","25260707",NA,NA
"1794-4449","REVISTA LASALLISTA DE INVESTIGACION","B3","17944449","17944449",NA
"1138-5820","REVISTA LATINA DE COMUNICACIÓN SOCIAL","A3","11385820","11385820",NA
"2253-6469","REVISTA LATINA DE SOCIOLOGIA","B2","22536469",NA,NA
"2527-0184","REVISTA LATINO AMERICANA EM AVALIAÇÃO DO CICLO DE VIDA","B4","25270184",NA,NA
"2591-2755","REVISTA LATINOAMERICANA DE ANTROPOLOGÍA DEL TRABAJO","B2","25912755",NA,NA
"1657-4702","REVISTA LATINOAMERICANA DE BIOETICA","A4","16574702",NA,NA
"2462-859X","REVISTA LATINOAMERICANA DE BIOETICA","A4","2462859X",NA,NA
"1807-3026","REVISTA LATINOAMERICANA DE CIENCIAS DE LA COMUNICACIÓN","A4","18073026",NA,NA
"2238-1694","REVISTA LATINOAMERICANA DE CIENCIAS DE LA COMUNICACIÓN ONLINE","A4","22381694",NA,NA
"2027-7679","REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES","A3","20277679","1692715X","20277679"
"1692-715X","REVISTA LATINOAMERICANA DE CIENCIAS SOCIALES, NIÑEZ Y JUVENTUD","A3","1692715X","1692715X","20277679"
"0719-7160","REVISTA LATINOAMERICANA DE DERECHO Y RELIGIÓN","B1","7197160",NA,NA
"1806-7573","REVISTA LATINO-AMERICANA DE EDUCAÇÃO EM ASTRONOMIA","B4","18067573",NA,NA
"1853-3744","REVISTA LATINOAMERICANA DE EDUCACIÓN COMPARADA","B3","18533744",NA,NA
"1518-8345","REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE)","A2","15188345",NA,NA
"1405-1311","REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO","B2","14051311",NA,NA
"1856-8378","REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO","B2","18568378",NA,NA
"0185-1284","REVISTA LATINOAMERICANA DE ESTUDIOS EDUCATIVOS","A4","1851284",NA,NA
"2525-1635","REVISTA LATINOAMERICANA DE ESTUDIOS RURALES","B2","25251635",NA,NA
"1852-8759","REVISTA LATINOAMERICANA DE ESTUDIOS SOBRE CUERPOS, EMOCIONES Y SOCIEDAD","A2","18528759",NA,NA
"2447-9543","REVISTA LATINO-AMERICANA DE ESTUDOS DO DISCURSO","A1","24479543",NA,NA
"0325-0725","REVISTA LATINOAMERICANA DE FILOSOFÍA","B1","3250725",NA,NA
"2177-2886","REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO","A2","21772886",NA,NA
"2238-0620","REVISTA LATINO-AMERICANA DE HISTÓRIA","A4","22380620",NA,NA
"2409-1308","REVISTA LATINOAMERICANA DE INVESTIGACIÓN CRÍTICA","B2","24091308",NA,NA
"2007-6819","REVISTA LATINOAMERICANA DE INVESTIGACIÓN EN MATEMÁTICA EDUCATIVA (RELIME)","A1","20076819",NA,NA
"1853-4961","REVISTA LATINOAMERICANA DE LA PAPA","B4","18534961",NA,NA
"0255-6952","REVISTA LATINOAMERICANA DE METALURGIA Y MATERIALES","B2","2556952","2556952",NA
"1853-6190","REVISTA LATINOAMERICANA DE METODOLOGÍA DE LA INVESTIGACIÓN SOCIAL","B2","18536190",NA,NA
"1853-7863","REVISTA LATINOAMERICANA DE METODOLOGÍA EN CIENCIAS SOCIALES","B4","18537863",NA,NA
"2175-8581","REVISTA LATINOAMERICANA DE POBLACIÓN","B1","21758581",NA,NA
"2408-4573","REVISTA LATINOAMERICANA DE POLÍTICAS Y ADMINISTRACIÓN DE LA EDUCACIÓN","B3","24084573",NA,NA
"0120-0534","REVISTA LATINOAMERICANA DE PSICOLOGIA","A2","1200534","1200534",NA
"2357-9692","REVISTA LATINO-AMERICANA DE PSICOLOGIA CORPORAL (ONLINE)","B4","23579692",NA,NA
"1853-3051","REVISTA LATINOAMERICANA DE PSICOLOGIA EXISTENCIAL","B4","18533051",NA,NA
"0719-4420","REVISTA LATINOAMERICANA DE PSICOLOGÍA POSITIVA","B4","7194420",NA,NA
"1415-4714","REVISTA LATINOAMERICANA DE PSICOPATOLOGIA FUNDAMENTAL (IMPRESSO)","A2","14154714","14154714","19840381"
"1695-288X","REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA","A2","1695288X",NA,NA
"2175-2990","REVISTA LATINOAMERICANA DE TELESSAÚDE","B4","21752990",NA,NA
"0259-9872","REVISTA LATINOAMERICANA DE TEOLOGÍA","B3","2599872",NA,NA
"2448-198X","REVISTA LATINO-AMERICANA DE TURISMOLOGIA","B2","2448198X",NA,NA
"0719-8310","REVISTA LATINOAMERICANA DO COLÉGIO INTERNACIONAL DE FILOSOFIA","B1","7198310",NA,NA
"2317-9945","REVISTA LEITURA (ONLINE)","B3","23179945",NA,NA
"2448-4482","REVISTA LETRA CAPITAL","B3","24484482",NA,NA
"2236-0999","REVISTA LETRAS","A2","22360999",NA,NA
"2176-1485","REVISTA LETRAS (UFSM/ON-LINE)","A2","21761485",NA,NA
"2317-2347","REVISTA LETRAS RARAS","A3","23172347",NA,NA
"1983-2192","REVISTA LEVS (MARÍLIA)","B4","19832192",NA,NA
"2175-5280","REVISTA LIBERDADES","B3","21755280",NA,NA
"2319-0159","REVISTA LIBERTAS","B1","23190159",NA,NA
"2179-5975","REVISTA LICEU ON-LINE","B4","21795975",NA,NA
"2520-9795","REVISTA LIDERA","B4","25209795",NA,NA
"2318-423X","REVISTA LIMIAR","B1","2318423X",NA,NA
"1984-381X","REVISTA LÍNGUA & LITERATURA (ONLINE)","B1","1984381X",NA,NA
"1983-2400","REVISTA LINGUAGEM & ENSINO (ONLINE)","A2","19832400",NA,NA
"2448-4520","REVISTA LINGUAGENS & LETRAMENTOS","B3","24484520",NA,NA
"2238-975X","REVISTA LINGUÍSTICA","A2","2238975X",NA,NA
"2358-6826","REVISTA LINGUÍSTICA RIO","B2","23586826",NA,NA
"1851-8931","REVISTA LIS - LETRA, IMAGEN, SONIDO (1851-8931)","B4","18518931",NA,NA
"2237-6291","REVISTA LITTERARIUS","B2","22376291",NA,NA
"1983-7429","REVISTA LITTERIS","B2","19837429",NA,NA
"2357-8807","REVISTA LIVRE DE CINEMA","B2","23578807",NA,NA
"2448-2889","REVISTA LIVRE DE SUSTENTABILIDADE E EMPREENDEDORISMO","B3","24482889",NA,NA
"2316-9923","REVISTA LOGOS E EXISTÊNCIA","B2","23169923",NA,NA
"2027-1557","REVISTA LUCÍERNAGA","B1","20271557",NA,NA
"2462-845X","REVISTA LÚDICA PEDAGÓGICA","B4","2462845X",NA,NA
"2447-8717","REVISTA LUMEN","B2","24478717",NA,NA
"1645-7250","REVISTA LUSÓFONA DE EDUCAÇÃO","A1","16457250","16457250","1646401X"
"2183-0886","REVISTA LUSÓFONA DE ESTUDOS CULTURAIS","A3","21830886",NA,NA
"1692-5114","REVISTA M","A4","16925114",NA,NA
"2525-3050","REVISTA M. ESTUDOS SOBRE A MORTE, OS MORTOS E O MORRER","A4","25253050",NA,NA
"2594-5084","REVISTA MACHADIANA ELETRÔNICA","B3","25945084",NA,NA
"2528-8091","REVISTA MAGAZINE DE LAS CIENCIAS","A3","25288091",NA,NA
"2175-1994","REVISTA MAGISTER DE DIREITO AMBIENTAL E URBANÍSTICO","B2","21751994",NA,NA
"1807-0930","REVISTA MAGISTER DE DIREITO CIVIL E PROCESSUAL CIVIL","B1","18070930",NA,NA
"2236-7810","REVISTA MAGISTER DE DIREITO DO TRABALHO","B1","22367810",NA,NA
"1807-3395","REVISTA MAGISTER DE DIREITO PENAL E PROCESSUAL PENAL","B1","18073395",NA,NA
"2178-7956","REVISTA MAGISTRO (UNIGRANRO)","B3","21787956",NA,NA
"2318-6550","REVISTA MAIÊUTICA - HISTÓRIA","B3","23186550",NA,NA
"2358-1301","REVISTA MAIS DADOS","B4","23581301",NA,NA
"2175-3644","REVISTA MAL-ESTAR E SUBJETIVIDADE (VERSÃO ELETRÔNICA)","A2","21753644",NA,NA
"2525-2801","REVISTA MANGAIO ACADÊMICO","B4","25252801",NA,NA
"2526-2890","REVISTA MARINATAMBALO","B4","25262890",NA,NA
"0034-9860","REVISTA MARÍTIMA BRASILEIRA","B4","349860",NA,NA
"1139-1138","REVISTA MATEMÁTICA COMPLUTENSE","A3","11391138","11391138","19882807"
"0213-2230","REVISTA MATEMÁTICA IBEROAMERICANA","A1","2132230","2132230",NA
"2182-9756","REVISTA MATÉRIA PRIMA","A3","21829756",NA,NA
"2182-9829","REVISTA MATÉRIA PRIMA","A3","21829829",NA,NA
"2358-193X","REVISTA MÉDICA DA UFPR","B4","2358193X",NA,NA
"2447-3308","REVISTA MÉDICA DA UFPR","B4","24473308",NA,NA
"0034-9887","REVISTA MÉDICA DE CHILE (IMPRESA)","A4","349887","349887","7176163"
"1018-130X","REVISTA MÉDICA HEREDIANA","A2","1018130X",NA,NA
"2359-3318","REVISTA MEDITATIO","B4","23593318",NA,NA
"1989-872X","REVISTA MEDITERRANEA DE COMUNICACION","A2","1989872X",NA,NA
"2316-2856","REVISTA MEIO AMBIENTE E SUSTENTABILIDADE","B3","23162856",NA,NA
"2176-1736","REVISTA MELP (ONLINE)","B3","21761736",NA,NA
"2358-0593","REVISTA MEMORARE","A4","23580593",NA,NA
"2177-4129","REVISTA MEMÓRIA EM REDE","B1","21774129",NA,NA
"2523-0891","REVISTA MERCOSUR DE POLÍTICAS SOCIALES","B4","25230891",NA,NA
"2358-2790","REVISTA METALINGUAGENS","B3","23582790",NA,NA
"2318-3233","REVISTA METROPOLITANA DE ADMINISTRAÇAO E DESENVOLVIMENTO SUSTENTÁVEL","B2","23183233",NA,NA
"2447-8024","REVISTA METROPOLITANA DE GOVERNANÇA CORPORATIVA","B3","24478024",NA,NA
"0185-4534","REVISTA MEXICANA DE ANÁLISIS DE LA CONDUCTA","A3","1854534","1854534","20070802"
"0185-1101","REVISTA MEXICANA DE ASTRONOMÍA Y ASTROFÍSICA","B2","1851101","1851101",NA
"1870-3453","REVISTA MEXICANA DE BIODIVERSIDAD","B2","18703453",NA,NA
"2007-0934","REVISTA MEXICANA DE CIENCIAS AGRÍCOLAS","A3","20070934",NA,NA
"1026-8774","REVISTA MEXICANA DE CIENCIAS GEOLÓGICAS","B1","10268774","10268774",NA
"0185-1918","REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES","A1","1851918","1851918",NA
"2448-492X","REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES","A1","2448492X",NA,NA
"2448-8283","REVISTA MEXICANA DE ESTUDIOS ELECTORALES","B1","24488283",NA,NA
"0035-001X","REVISTA MEXICANA DE FÍSICA","B2","35001X",NA,NA
"1405-6666","REVISTA MEXICANA DE INVESTIGACIÓN EDUCATIVA","B4","14056666","14056666",NA
"2007-0926","REVISTA MEXICANA DE INVESTIGACIÓN EN PSICOLOGÍA","B1","20070926",NA,NA
"1665-7527","REVISTA MEXICANA DE ORIENTACIÓN EDUCATIVA","B1","16657527",NA,NA
"0185-6073","REVISTA MEXICANA DE PSICOLOGÍA (1984)","A2","1856073","1856073",NA
"0188-2503","REVISTA MEXICANA DE SOCIOLOGÍA","A1","1882503","1882503",NA
"2178-602X","REVISTA MÍDIA E COTIDIANO","A4","2178602X",NA,NA
"1806-5988","REVISTA MINEIRA DE CONTABILIDADE","B1","18065988",NA,NA
"2594-9950","REVISTA MISSIONEIRA","B2","25949950",NA,NA
"2526-2963","REVISTA MODOS","A1","25262963",NA,NA
"2236-1308","REVISTA MONOGRAFIAS AMBIENTAIS","B3","22361308",NA,NA
"1808-589X","REVISTA MOSAICUM (IMPRESSO)","B4","1808589X",NA,NA
"2238-8699","REVISTA MOVIMENTO (ECA-USP)","B2","22388699",NA,NA
"2238-8052","REVISTA MOVIMENTOS SOCIAIS E DINÂMICAS ESPACIAIS","B1","22388052",NA,NA
"1808-6969","REVISTA MULTIDISCIPLINAR DAS FACULDADES INTEGRADAS PITÁGORAS","B4","18086969",NA,NA
"2178-6925","REVISTA MULTIDISCIPLINAR DO NORDESTE MINEIRO","B4","21786925",NA,NA
"2316-4484","REVISTA MULTITEXTO","B3","23164484",NA,NA
"2526-3188","REVISTA MUNDAÚ","B4","25263188",NA,NA
"2525-4782","REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO","B4","25254782",NA,NA
"2525-4790","REVISTA MUNDI MEIO AMBIENTE E AGRÁRIAS","B3","25254790",NA,NA
"2525-4766","REVISTA MUNDI SAÚDE E BIOLÓGICAS","B4","25254766",NA,NA
"2525-4774","REVISTA MUNDI SOCIAIS E HUMANIDADES","B4","25254774",NA,NA
"2238-8788","REVISTA MUNDO ANTIGO","A4","22388788",NA,NA
"1984-9222","REVISTA MUNDOS DO TRABALHO","A3","19849222",NA,NA
"2177-7314","REVISTA MURAL INTERNACIONAL","A3","21777314",NA,NA
"2526-6411","REVISTA MURMULLOS DEL SUR (ONLINE)","B4","25266411",NA,NA
"2317-2231","REVISTA MUSEITEC","B4","23172231",NA,NA
"2238-5436","REVISTA MUSEOLOGIA E INTERDISCIPLINARIDADE","A4","22385436",NA,NA
"1981-6332","REVISTA MUSEU","B4","19816332",NA,NA
"0103-5525","REVISTA MUSICA","B1","1035525",NA,NA
"1909-0544","REVISTA MVZ CORDOBA","B2","19090544","1220268","19090544"
"2358-3223","REVISTA NACIONAL DE DIREITO DE FAMÍLIA E SUCESSÕES","B4","23583223",NA,NA
"2318-8472","REVISTA NACIONAL DE GERENCIAMENTO DE CIDADES","A4","23188472",NA,NA
"2317-8590","REVISTA ÑANDUTY","B2","23178590",NA,NA
"2179-5738","REVISTA NAU SOCIAL","B2","21795738",NA,NA
"2525-7757","REVISTA NAVA","B1","25257757",NA,NA
"2178-6259","REVISTA NEGÓCIOS EM PROJEÇÃO","B2","21786259",NA,NA
"2317-3459","REVISTA NEIBA - CADERNOS ARGENTINA-BRASIL","B2","23173459",NA,NA
"2447-5548","REVISTA NEP - NÚCLEO DE ESTUDOS PARANAENSES DA UFPR","B4","24475548",NA,NA
"1806-6755","REVISTA NERA (UNESP)","A2","18066755",NA,NA
"2237-8383","REVISTA NEXI","B4","22378383",NA,NA
"2539-4355","REVISTA NEXUS COMUNICACIÓN","B2","25394355",NA,NA
"1889-7231","REVISTA NÓMADAS - REVISTA CRÍTICA DE CIÊNCIAS SOCIALES Y JURÍDICAS","A3","18897231",NA,NA
"2317-3092","REVISTA NORTE MINEIRA DE ENFERMAGEM - RENOME","A4","23173092",NA,NA
"2448-1793","REVISTA NÓS ¿ CULTURA, ESTÉTICA & LINGUAGENS","B3","24481793",NA,NA
"0102-5864","REVISTA NOVOS RUMOS","B4","1025864",NA,NA
"0719-3092","REVISTA NUESTRAMERICA","A1","7193092",NA,NA
"1677-1605","REVISTA NUPEART","B1","16771605",NA,NA
"2175-7429","REVISTA NUPEM (IMPRESSO)","B3","21757429",NA,NA
"1645-3247","REVISTA O COMUNEIRO","B4","16453247",NA,NA
"2526-754X","REVISTA OBSERVAÇÕES","B4","2526754X",NA,NA
"2447-4266","REVISTA OBSERVATÓRIO","B2","24474266",NA,NA
"2526-7647","REVISTA OBUTCHÉNIE","B4","25267647",NA,NA
"1983-2435","REVISTA ODISSÉIA","B1","19832435",NA,NA
"0102-9460","REVISTA ODONTO CIÊNCIA (PUCRS. IMPRESSO)","B4","1029460","1029460","19806523"
"1983-3857","REVISTA OLHARES E TRILHAS","B1","19833857",NA,NA
"2177-3807","REVISTA OLHO D'ÁGUA","B1","21773807",NA,NA
"2595-9859","REVISTA ONLINE DE PESQUISA","B4","25959859",NA,NA
"2237-9991","REVISTA OPARA - CIÊNCIAS CONTEMPORÂNEAS APLICADAS","B3","22379991",NA,NA
